time,S,I,R,event
5.980825313188329,103,52,31,infection
6.003771837436719,102,53,31,infection
6.007824982592524,102,52,32,recovery
6.015427966289085,102,51,33,recovery
6.049215957012784,101,52,33,infection
6.165541472990663,100,53,33,infection
6.174117049169599,99,54,33,infection
6.218986275405793,98,55,33,infection
6.25167572672389,98,54,34,recovery
6.261707956961181,97,55,34,infection
6.2626546227069815,96,56,34,infection
6.269325100086201,96,55,35,recovery
6.339779262267161,96,54,36,recovery
6.3605421494143215,96,53,37,recovery
6.376650577813864,95,54,37,infection
6.408672317588805,95,53,38,recovery
6.488655963812828,94,54,38,infection
6.5279842520951625,93,55,38,infection
6.554160686405646,92,56,38,infection
6.583370410558163,91,57,38,infection
6.60390521842241,90,58,38,infection
6.607592259948103,90,57,39,recovery
6.615779274628754,90,56,40,recovery
6.6216112056736325,90,55,41,recovery
6.630889351534824,89,56,41,infection
6.645659209706215,89,55,42,recovery
6.652709886982948,89,54,43,recovery
6.6883742193512115,89,53,44,recovery
6.691757708070769,88,54,44,infection
6.705052385338085,87,55,44,infection
6.745683295974177,86,56,44,infection
6.847660500404296,86,55,45,recovery
6.877968485913939,86,54,46,recovery
6.878341878678506,86,53,47,recovery
6.885584846850624,85,54,47,infection
7.012570509575269,84,55,47,infection
7.020267918046548,83,56,47,infection
7.032405846626495,83,55,48,recovery
7.082531390560403,83,54,49,recovery
7.0931090920778095,82,55,49,infection
7.123980408910463,82,54,50,recovery
7.14097553256871,82,53,51,recovery
7.179001237418332,81,54,51,infection
7.180133967209118,80,55,51,infection
7.225482143462842,80,54,52,recovery
7.241263386011137,80,53,53,recovery
7.243688990776625,79,54,53,infection
7.278175727673365,79,53,54,recovery
7.281013433048716,78,54,54,infection
7.302555358003518,77,55,54,infection
7.353230065194035,76,56,54,infection
7.362101386084025,75,57,54,infection
7.387456919639266,75,56,55,recovery
7.411382987635913,75,55,56,recovery
7.4527471265392915,75,54,57,recovery
7.486879318031986,74,55,57,infection
7.6304286906934236,73,56,57,infection
7.651098972842122,72,57,57,infection
7.666844177391473,72,56,58,recovery
7.679668029200546,72,55,59,recovery
7.681348806037664,72,54,60,recovery
7.736832517787713,72,53,61,recovery
7.780814336212629,71,54,61,infection
7.784634798810393,71,53,62,recovery
7.859441287445033,70,54,62,infection
7.897063174240006,69,55,62,infection
7.977863148290868,68,56,62,infection
7.999934007614274,67,57,62,infection
8.01842861453779,66,58,62,infection
8.05506812891476,65,59,62,infection
8.096917564391328,64,60,62,infection
8.164717707290013,64,59,63,recovery
8.174802404395926,63,60,63,infection
8.216675897701277,63,59,64,recovery
8.262152082779563,62,60,64,infection
8.282454851380761,61,61,64,infection
8.301230972116755,61,60,65,recovery
8.333378725649643,60,61,65,infection
8.376136810089271,59,62,65,infection
8.378173885800523,58,63,65,infection
8.382023479793457,58,62,66,recovery
8.388867818692367,57,63,66,infection
8.403369860673651,57,62,67,recovery
8.449698862659119,56,63,67,infection
8.490463416085579,55,64,67,infection
8.490520723199905,54,65,67,infection
8.49112559545838,54,64,68,recovery
8.506086562908935,53,65,68,infection
8.5497812154972,52,66,68,infection
8.551512117442547,51,67,68,infection
8.572002429395342,50,68,68,infection
8.614013422628222,49,69,68,infection
8.614217143760547,48,70,68,infection
8.639812294519835,47,71,68,infection
8.661844125968008,46,72,68,infection
8.663563634083298,46,71,69,recovery
8.725152431340799,45,72,69,infection
8.731902466135562,44,73,69,infection
8.748229077068055,44,72,70,recovery
8.780363756681885,43,73,70,infection
8.794075143484918,43,72,71,recovery
8.799628500396505,42,73,71,infection
8.823017917070718,41,74,71,infection
8.860412687833467,41,73,72,recovery
8.884692814176107,41,72,73,recovery
9.035588778509993,41,71,74,recovery
9.043196923884585,40,72,74,infection
9.079283358545577,40,71,75,recovery
9.090243759049663,40,70,76,recovery
9.12848518133572,39,71,76,infection
9.177279092161235,38,72,76,infection
9.192065564653081,37,73,76,infection
9.198095332333994,36,74,76,infection
9.20255762015398,36,73,77,recovery
9.217035450938637,36,72,78,recovery
9.430101733928534,35,73,78,infection
9.506504179865052,35,72,79,recovery
9.533930050065472,35,71,80,recovery
9.576960303933534,34,72,80,infection
9.658097963404206,34,71,81,recovery
9.726099049152493,34,70,82,recovery
9.759206674543549,34,69,83,recovery
9.786268230490393,33,70,83,infection
9.796648912041803,33,69,84,recovery
9.803672386368909,33,68,85,recovery
9.917098761199417,33,67,86,recovery
9.936974694186164,32,68,86,infection
9.945473504675032,32,67,87,recovery
10.02202754627884,32,66,88,recovery
10.05125882359535,32,65,89,recovery
10.077562384310479,31,66,89,infection
10.144414308914088,31,65,90,recovery
10.191389399676051,30,66,90,infection
10.20822044074816,30,65,91,recovery
10.229752795317,30,64,92,recovery
10.2306947592851,30,63,93,recovery
10.268915643286341,30,62,94,recovery
10.278198891488714,30,61,95,recovery
10.30828159191797,30,60,96,recovery
10.44884403779814,30,59,97,recovery
10.455698817457446,30,58,98,recovery
10.569438447894107,30,57,99,recovery
10.60808804336968,30,56,100,recovery
10.623321531376876,29,57,100,infection
10.658336670625674,29,56,101,recovery
10.685240136396263,29,55,102,recovery
10.734236123373638,29,54,103,recovery
11.023027250659457,29,53,104,recovery
11.192734627786507,28,54,104,infection
11.324804999392805,28,53,105,recovery
11.390063432799758,28,52,106,recovery
11.393980741239938,28,51,107,recovery
11.458141770469743,28,50,108,recovery
11.481455877883345,28,49,109,recovery
11.486169477678285,27,50,109,infection
11.623952224973728,26,51,109,infection
11.712036982793645,26,50,110,recovery
11.745993539095654,26,49,111,recovery
11.86661601525136,26,48,112,recovery
11.920277954426313,26,47,113,recovery
11.954533501018222,25,48,113,infection
12.081736030216101,25,47,114,recovery
12.197546246296087,25,46,115,recovery
12.234383110059515,25,45,116,recovery
12.272911996915138,24,46,116,infection
12.318572451346313,24,45,117,recovery
12.492019708948956,23,46,117,infection
12.683422167703284,23,45,118,recovery
12.690047987980849,23,44,119,recovery
12.727069078914711,23,43,120,recovery
12.746984959232538,23,42,121,recovery
12.811297063750045,22,43,121,infection
13.015492757323086,22,42,122,recovery
13.116164712636223,22,41,123,recovery
13.139465234044529,22,40,124,recovery
13.19067005180605,21,41,124,infection
13.406495283806205,21,40,125,recovery
13.53206664487518,21,39,126,recovery
13.764074210590374,21,38,127,recovery
13.781021476304133,21,37,128,recovery
13.790819731425612,21,36,129,recovery
13.990682110630125,21,35,130,recovery
14.268745590073452,21,34,131,recovery
14.27037736030915,21,33,132,recovery
14.400515355747846,21,32,133,recovery
14.526968921392127,21,31,134,recovery
14.627760652937653,21,30,135,recovery
14.690525515921685,20,31,135,infection
14.836643563171478,20,30,136,recovery
15.018010913415141,19,31,136,infection
15.308922670682623,19,30,137,recovery
15.3785822749761,19,29,138,recovery
15.438393938954857,19,28,139,recovery
15.557104798564533,19,27,140,recovery
15.596597676311719,19,26,141,recovery
15.624099101752646,19,25,142,recovery
15.663704166989563,19,24,143,recovery
15.715482987621069,19,23,144,recovery
15.996753731664068,18,24,144,infection
16.058777530704013,17,25,144,infection
16.193941569487873,17,24,145,recovery
16.28036411674235,17,23,146,recovery
16.350155629614875,17,22,147,recovery
16.530380608155937,17,21,148,recovery
16.543670389257038,16,22,148,infection
16.74350536378784,16,21,149,recovery
17.36861682040027,16,20,150,recovery
17.43186925119946,16,19,151,recovery
17.595548496436816,16,18,152,recovery
17.626793968473205,16,17,153,recovery
17.696754816809413,16,16,154,recovery
17.890190100615076,16,15,155,recovery
18.087716300665516,16,14,156,recovery
18.091548273204104,16,13,157,recovery
19.156994366897653,16,12,158,recovery
19.311985165288167,15,13,158,infection
19.887091679921316,15,12,159,recovery
20.538418829005114,15,11,160,recovery
20.575273909090246,15,10,161,recovery
20.780541371272214,15,9,162,recovery
21.722482972964574,15,8,163,recovery
21.781240010062433,15,7,164,recovery
21.964502565696197,15,6,165,recovery
22.494933048433875,15,5,166,recovery
23.252379311629497,14,6,166,infection
25.36931644632431,14,5,167,recovery
28.67594261039871,14,4,168,recovery
30.937834641479363,14,3,169,recovery
32.568862017620255,14,2,170,recovery
34.94418053553197,14,1,171,recovery
38.118294469884674,14,0,172,recovery
