time,S,I,R,event
12.747573434473242,41,49,96,recovery
12.758922980788785,41,48,97,recovery
12.797207775588028,41,47,98,recovery
12.857998623413295,41,46,99,recovery
13.008976068594876,40,47,99,infection
13.153330700574536,40,46,100,recovery
13.227330145574696,40,45,101,recovery
13.414669520679196,39,46,101,infection
13.463809153254013,39,45,102,recovery
13.487915899909131,38,46,102,infection
13.518466158431133,38,45,103,recovery
13.779138666415882,38,44,104,recovery
13.818172494405635,38,43,105,recovery
14.00784912458057,38,42,106,recovery
14.018656553678184,37,43,106,infection
14.042602190323077,37,42,107,recovery
14.207969665306338,37,41,108,recovery
14.345984343368812,37,40,109,recovery
14.414926947335443,37,39,110,recovery
14.464490105111633,36,40,110,infection
14.469270900489203,36,39,111,recovery
14.472071925829344,36,38,112,recovery
14.73716415005872,36,37,113,recovery
14.843986731695772,36,36,114,recovery
14.909295576817776,35,37,114,infection
15.329957417063714,35,36,115,recovery
15.43688341536213,35,35,116,recovery
15.449660288945479,35,34,117,recovery
15.541467040098672,35,33,118,recovery
15.565890099400395,35,32,119,recovery
15.57576267779158,35,31,120,recovery
15.794342710424058,34,32,120,infection
15.910992241769339,33,33,120,infection
16.073326019295187,33,32,121,recovery
16.199459088888624,33,31,122,recovery
16.376774558697406,32,32,122,infection
16.432931558051497,32,31,123,recovery
16.72126882784016,32,30,124,recovery
16.779555828670873,31,31,124,infection
16.80632392368458,31,30,125,recovery
16.968470856162195,30,31,125,infection
17.053527832543946,30,30,126,recovery
17.177864962222174,29,31,126,infection
17.38255505663351,28,32,126,infection
17.44616892104411,28,31,127,recovery
17.46367006260525,28,30,128,recovery
17.523560991784187,28,29,129,recovery
17.61218606998915,28,28,130,recovery
17.74782047935265,28,27,131,recovery
17.86348902045664,28,26,132,recovery
17.88634833364506,28,25,133,recovery
18.02907767098304,28,24,134,recovery
18.26113311114132,28,23,135,recovery
18.389253046074867,28,22,136,recovery
18.666640754718788,28,21,137,recovery
18.827660978818866,27,22,137,infection
18.90826658363643,27,21,138,recovery
19.434288265962156,27,20,139,recovery
19.472927910222467,27,19,140,recovery
19.546508793667396,27,18,141,recovery
19.631523519684674,27,17,142,recovery
19.682229725581877,27,16,143,recovery
19.741709471827605,27,15,144,recovery
20.025137059308214,27,14,145,recovery
20.309803830684068,27,13,146,recovery
21.278417555939537,27,12,147,recovery
21.962883210091363,27,11,148,recovery
22.01022961778111,27,10,149,recovery
22.087267888109196,27,9,150,recovery
22.389756792082544,27,8,151,recovery
23.091921496507982,27,7,152,recovery
23.141893366494113,26,8,152,infection
24.16053443602804,26,7,153,recovery
24.628847828379946,26,6,154,recovery
26.376074672950555,26,5,155,recovery
26.604503302143502,26,4,156,recovery
26.777719190052654,25,5,156,infection
27.202419653541316,25,4,157,recovery
31.77800614215631,25,3,158,recovery
33.42142522953018,25,2,159,recovery
39.01417268400574,25,1,160,recovery
44.671771921923956,24,2,160,infection
45.84915680267584,24,1,161,recovery
48.67610950373104,24,0,162,recovery
