arrival,start,finish,wait,queue_length
0.6390550569152736,0.6390550569152736,0.7414376420621748,0.0,0
1.019832184719335,1.019832184719335,1.540089796063798,0.0,0
1.315191372542131,1.315191372542131,1.8412626834127404,0.0,1
1.5077096333389097,1.5077096333389097,2.653831016556497,0.0,2
2.1856351104367655,2.1856351104367655,2.3735281735216662,0.0,1
2.726812727090574,2.726812727090574,3.70152859538048,0.0,0
2.9672818741648186,2.9672818741648186,4.148668290939102,0.0,1
3.493618958656188,3.493618958656188,4.66762582268408,0.0,2
3.7399227700920052,3.7399227700920052,5.476907217278385,0.0,2
4.289016480869742,4.289016480869742,4.9381103277295715,0.0,2
4.349771177755722,4.66762582268408,5.014123404722656,0.31785464492835835,3
4.463641420990607,4.9381103277295715,5.407812397350053,0.4744689067389647,3
5.385129651206439,5.385129651206439,5.510099788726759,0.0,2
5.897109133707301,5.897109133707301,6.729460799572798,0.0,0
6.019867510878723,6.019867510878723,7.177207986109788,0.0,1
6.188977953836859,6.188977953836859,6.44563914577336,0.0,2
6.5799033894316254,6.5799033894316254,7.67298061512333,0.0,2
7.137744962322015,7.137744962322015,7.688040878786931,0.0,2
7.4471720952730704,7.4471720952730704,9.142567128397905,0.0,2
8.082910514442748,8.082910514442748,8.347035370362887,0.0,1
8.308284776543655,8.308284776543655,8.535808499068946,0.0,2
8.327905240208418,8.347035370362887,8.490173942473561,0.01913013015446907,3
8.820107262599866,8.820107262599866,9.306769458467125,0.0,1
8.96669936359847,8.96669936359847,10.772440236747823,0.0,2
9.656646839017162,9.656646839017162,12.515338689693674,0.0,1
9.733125770659518,9.733125770659518,9.836313876034282,0.0,2
9.763807078601408,9.836313876034282,10.354890852519748,0.07250679743287414,3
10.346334098940554,10.354890852519748,12.263177844346483,0.008556753579194165,3
10.72282430371853,10.772440236747823,12.565857688015212,0.049615933029292236,3
11.064121461811997,12.263177844346483,12.41408825610021,1.1990563825344864,3
11.085745127173183,12.41408825610021,12.548125452171085,1.3283431289270275,3
11.142965985439348,12.515338689693674,13.56404785358972,1.3723727042543263,3
11.43920621392427,12.548125452171085,13.433433470116404,1.1089192382468145,3
11.662963787044145,12.565857688015212,13.802285295208192,0.9028939009710673,3
11.996825975017101,13.433433470116404,14.651975690528904,1.4366074950993024,3
12.174972823820802,13.56404785358972,14.333484640104619,1.389075029768918,3
12.17704849767604,13.802285295208192,16.524703657911942,1.6252367975321516,3
12.374620741528592,14.333484640104619,14.531288580928518,1.958863898576027,3
12.873220106311697,14.531288580928518,14.703648349752317,1.6580684746168206,3
12.9774065687656,14.651975690528904,14.86611470200745,1.6745691217633034,3
12.988774824643384,14.703648349752317,15.208220296109241,1.714873525108933,3
13.171555031719238,14.86611470200745,15.487997145339632,1.6945596702882124,3
13.571451236406563,15.208220296109241,17.063184934254412,1.6367690597026776,3
13.707702945054011,15.487997145339632,15.646455114384151,1.7802942002856206,3
14.56646718966795,15.646455114384151,16.37581762968704,1.0799879247162014,3
15.250615389592868,16.37581762968704,17.15681865453707,1.1252022400941737,3
