time,population,alpha
0.0,1.0,0.3
0.1,1.030454533953517,0.3
0.2,1.0618365465453596,0.3
0.30000000000000004,1.0941742837052104,0.3
0.4,1.1274968515793757,0.3
0.5,1.161834242728283,0.3
0.6000000000000001,1.1972173631218102,0.3
0.7000000000000001,1.2336780599567432,0.3
0.8,1.2712491503214047,0.3
0.9,1.3099644507332473,0.3
1.0,1.3498588075760032,0.3
1.1,1.3909681284637803,0.3
1.2000000000000002,1.4333294145603404,0.3
1.3,1.4769807938826427,0.3
1.4000000000000001,1.5219615556186339,0.3
1.5,1.5683121854901687,0.3
1.6,1.6160744021928934,0.3
1.7000000000000002,1.6652911949458864,0.3
1.8,1.7160068621848585,0.3
1.9000000000000001,1.7682670514337353,0.3
2.0,1.8221188003905089,0.3
2.1,1.8776105792643432,0.3
2.2,1.9347923344020317,0.3
2.3000000000000003,1.9937155332430825,0.3
2.4000000000000004,2.054433210643888,0.3
2.5,2.117000016612675,0.3
2.6,2.181472265498201,0.3
2.7,2.2479079866764717,0.3
2.8000000000000003,2.316366976781092,0.3
2.9000000000000004,2.386910853524277,0.3
3.0,2.4596031111569494,0.3
3.1,2.5345091776178545,0.3
3.2,2.611696473423118,0.3
3.3000000000000003,2.691234472349262,0.3
3.4000000000000004,2.7731947639642978,0.3
3.5,2.857651118063164,0.3
3.6,2.944679551065524,0.3
3.7,3.034358394435676,0.3
3.8000000000000003,3.126768365186156,0.3
3.9000000000000004,3.2219926385285005,0.3
4.0,3.3201169227365472,0.3
4.1000000000000005,3.4212295362896743,0.3
4.2,3.5254214873653824,0.3
4.3,3.6327865557528085,0.3
4.4,3.7434213772608627,0.3
4.5,3.857425530696974,0.3
4.6000000000000005,3.9749016274947486,0.3
4.7,4.095955404071176,0.3
4.800000000000001,4.220695816996553,0.3
4.9,4.349235141062741,0.3
5.0,4.4816890703380645,0.3
5.1000000000000005,4.618176822299781,0.3
5.2,4.758821245137854,0.3
5.300000000000001,4.903748928326623,0.3
5.4,5.053090316563868,0.3
5.5,5.206979827179849,0.3
5.6000000000000005,5.365555971121975,0.3
5.7,5.528961477624004,0.3
5.800000000000001,5.697343422671993,0.3
5.9,5.8708533613826015,0.3
6.0,6.049647464412945,0.3
6.1000000000000005,6.2338866585247175,0.3
6.2,6.423736771429133,0.3
6.300000000000001,6.6193686810430785,0.3
6.4,6.8209584692907494,0.3
6.5,7.028687580589293,0.3
6.6000000000000005,7.242742985161012,0.3
6.7,7.463317347319193,0.3
6.800000000000001,7.690609198878998,0.3
6.9,7.924823117849487,0.3
7.0,8.166169912567652,0.3
7.1000000000000005,8.41486681144013,0.3
7.2,8.671137658463456,0.3
7.300000000000001,8.935213114698747,0.3
7.4,9.207330865882252,0.3
7.5,9.487735836358526,0.3
7.6000000000000005,9.776680409528907,0.3
7.7,10.074424655013587,0.3
7.800000000000001,10.381236562731848,0.3
7.9,10.697392284111054,0.3
8.0,11.023176380641601,0.3
8.1,11.358882080001454,0.3
8.200000000000001,11.70481153998086,0.3
8.3,12.06127612044472,0.3
8.4,12.428596663577544,0.3
8.5,12.80710378266303,0.3
8.6,13.197138159658353,0.3
8.700000000000001,13.59905085183093,0.3
8.8,14.013203607733615,0.3
8.9,14.43996919280288,0.3
9.0,14.87973172487283,0.3
9.1,15.332887019907195,0.3
9.200000000000001,15.799842948260402,0.3
9.3,16.28101980178843,0.3
9.4,16.776850672139872,0.3
9.5,17.28778184056764,0.3
9.600000000000001,17.814273179612204,0.3
9.700000000000001,18.356798567017925,0.3
9.8,18.915846312255038,0.3
9.9,19.49191959603112,0.3
10.0,20.085536923187668,0.3
